name,artist,,,tags,,year,,,,,,,,,
In My Time,Kurt Vile,,,"alternative, indie, folk, indie_rock, singer_songwriter, psychedelic, psychedelic_rock",,2011,,,,,,,,,
I Couldn't Sleep,Au Revoir Simone,,,"indie, female_vocalists, psychedelic, indie_pop, synthpop",,2007,,,,,,,,,
Govinda,Kula Shaker,,,"rock, indie, 90s, psychedelic, psychedelic_rock, britpop",,1996,,,,,,,,,
My Halo,Atlas Sound,,,"electronic, experimental, psychedelic, 00s",,2009,,,,,,,,,
Whatever That Hurts,Tiamat,,,"psychedelic, doom_metal, gothic_metal, gothic",,1996,,,,,,,,,
DMV,Primus,,,"rock, alternative, experimental, psychedelic, funk, psychedelic_rock",,1993,,,,,,,,,
Elation Station,Infected Mushroom,,,"electronic, psychedelic, trance",,2003,,,,,,,,,
Quitters Raga,Gold Panda,,,"electronic, experimental, psychedelic",,2011,,,,,,,,,
Kid Klimax,Atlas Sound,,,"experimental, indie_rock, psychedelic, chill",,2009,,,,,,,,,
Brief Candles,The Zombies,,,"rock, classic_rock, psychedelic, 60s",,2003,,,,,,,,,
Hey Light,Animal Collective,,,"experimental, psychedelic, noise",,2003,,,,,,,,,
Hung Up on a Dream,The Zombies,,,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,2008,,,,,,,,,
Jennifer Juniper,Donovan,,,"folk, singer_songwriter, psychedelic, 60s, oldies",,2012,,,,,,,,,
Send Me A Postcard,Shocking Blue,,,"rock, female_vocalists, classic_rock, psychedelic, 70s, 60s, oldies, psychedelic_rock",,2012,,,,,,,,,
Brahminy Kite,Caribou,,,"electronic, indie, psychedelic, drum_and_bass",,2005,,,,,,,,,
Iamundernodisguise,School of Seven Bells,,,psychedelic,,2008,,,,,,,,,
Quantum Leap,John Maus,,,"psychedelic, post_punk, male_vocalists, psychedelic_rock, synthpop, avant_garde",,2011,,,,,,,,,
Pink Frost,The Chills,,,"80s, psychedelic, new_wave, post_punk",,2012,,,,,,,,,
To the Lighthouse,Memoryhouse,,,psychedelic,,2011,,,,,,,,,
The Moon Asked the Crow,CocoRosie,,,"alternative, indie, experimental, folk, psychedelic, piano",,2010,,,,,,,,,
Wooden Ships,Jefferson Airplane,,,"rock, classic_rock, psychedelic, 70s, 60s, oldies, psychedelic_rock",,1969,,,,,,,,,
Oscillations,Silver Apples,,,"electronic, experimental, psychedelic, 60s, psychedelic_rock",,1968,,,,,,,,,
Mr. Krinkle,Primus,,,"rock, alternative_rock, psychedelic, funk, psychedelic_rock, avant_garde",,2006,,,,,,,,,
Stormy High,Black Mountain,,,"rock, psychedelic, psychedelic_rock",,2008,,,,,,,,,
Everything Is,Neutral Milk Hotel,,,"indie, indie_rock, psychedelic, noise",,1995,,,,,,,,,
Recent Bedroom,Atlas Sound,,,"indie, psychedelic",,2009,,,,,,,,,
One Rainy Wish,Jimi Hendrix,,,"classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",,1967,,,,,,,,,
Noise Epic,The Verve,,,"rock, alternative, indie, alternative_rock, british, psychedelic, psychedelic_rock, britpop",,2008,,,,,,,,,
Slide Through My Fingers,Tame Impala,,,"rock, indie, psychedelic, psychedelic_rock, guitar",,2008,,,,,,,,,
Sneaky Feelings,Elvis Costello,,,"rock, psychedelic, new_wave, 70s",,1977,,,,,,,,,
Before We Begin,Broadcast,,,"electronic, indie, psychedelic",,2003,,,,,,,,,
Palmitos Park,El Guincho,,,psychedelic,,2009,,,,,,,,,
Kingdom of Heaven,13th Floor Elevators,,,"classic_rock, psychedelic, 60s, psychedelic_rock",,2006,,,,,,,,,
I Am A Child,Buffalo Springfield,,,"classic_rock, psychedelic, 60s",,1968,,,,,,,,,
Take Everything,Mazzy Star,,,"alternative, female_vocalists, psychedelic",,1996,,,,,,,,,
CC,Warpaint,,,"rock, alternative, indie, psychedelic, trip_hop, psychedelic_rock",,2013,,,,,,,,,
Beast In Peace,Bear in Heaven,,,"indie, experimental, psychedelic, psychedelic_rock",,2009,,,,,,,,,
Rollerdisco,Black Moth Super Rainbow,,,"electronic, psychedelic",,2007,,,,,,,,,
I Think I Can,Animal Collective,,,"indie, experimental, psychedelic",,2009,,,,,,,,,
Eyes of the World,Grateful Dead,,,"rock, classic_rock, psychedelic, 70s, 60s, male_vocalists, psychedelic_rock",,2003,,,,,,,,,
New Terrain,Mew,,,"alternative, indie, experimental, psychedelic",,2009,,,,,,,,,
Mama Taught Me Better,Black Rebel Motorcycle Club,,,"rock, alternative_rock, psychedelic, psychedelic_rock",,2010,,,,,,,,,
Electric Alice,Grinderman,,,"rock, alternative, psychedelic, post_punk",,2007,,,,,,,,,
When the Sun Shone on Vetiver,Devendra Banhart,,,"indie, folk, singer_songwriter, psychedelic",,2004,,,,,,,,,
Chase the Tear,Portishead,,,"electronic, psychedelic, trip_hop, idm",,2010,,,,,,,,,
Snow Days,Real Estate,,,"alternative, indie, psychedelic, psychedelic_rock",,2009,,,,,,,,,
Melt Me,Black Moth Super Rainbow,,,"electronic, psychedelic, psychedelic_rock",,2007,,,,,,,,,
IM the Supervisor,Infected Mushroom,,,"electronic, psychedelic, trance, techno, electro",,2010,,,,,,,,,
Muse Breaks RMX,Infected Mushroom,,,"electronic, psychedelic, trance, techno, electro",,2004,,,,,,,,,
Guns & Dogs,Portugal. The Man,,,"rock, indie, psychedelic, indie_pop",,2009,,,,,,,,,
Golden Retriever,Super Furry Animals,,,"alternative, indie, indie_rock, psychedelic, britpop",,2003,,,,,,,,,
Wisdom,The Brian Jonestown Massacre,,,"indie, psychedelic, psychedelic_rock",,2004,,,,,,,,,
I Can't Control Myself,The Horrors,,,"indie, psychedelic, post_punk, psychedelic_rock",,2009,,,,,,,,,
Big Sky,The Kinks,,,"rock, classic_rock, british, psychedelic, 60s",,1968,,,,,,,,,
My Ships,Devendra Banhart,,,"indie, folk, singer_songwriter, psychedelic",,2004,,,,,,,,,
Kind Woman,Buffalo Springfield,,,"rock, classic_rock, psychedelic, 60s, country",,1969,,,,,,,,,
Touched Something's Hollow,of Montreal,,,"indie, psychedelic, funk, new_wave, piano, indie_pop, synthpop, avant_garde",,2008,,,,,,,,,
Grey Oceans,CocoRosie,,,"indie, experimental, psychedelic",,2010,,,,,,,,,
Disconnection Notice,Sonic Youth,,,"rock, alternative, alternative_rock, psychedelic, post_punk, noise",,2002,,,,,,,,,
Same Old Drag,The Apples in Stereo,,,"indie, indie_rock, psychedelic, indie_pop",,2007,,,,,,,,,
2000 Man,The Rolling Stones,,,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,1967,,,,,,,,,
Pleasant Valley Sunday,The Monkees,,,"pop, classic_rock, psychedelic, 60s, oldies",,2010,,,,,,,,,
Bust A Move,Infected Mushroom,,,"psychedelic, trance, techno",,2002,,,,,,,,,
Roseblood,Mazzy Star,,,"alternative, female_vocalists, psychedelic, mellow",,1996,,,,,,,,,
Dominoes,Syd Barrett,,,"psychedelic, 60s, psychedelic_rock",,2016,,,,,,,,,
Citadel,The Rolling Stones,,,"classic_rock, psychedelic, 60s, psychedelic_rock",,1967,,,,,,,,,
Columbo,The Verve,,,"rock, alternative, alternative_rock, british, psychedelic, psychedelic_rock, britpop",,2008,,,,,,,,,
Drippy Eye,Black Moth Super Rainbow,,,"electronic, experimental, psychedelic, post_rock, electro, downtempo, psychedelic_rock",,2007,,,,,,,,,
Rain On,Woods,,,"folk, psychedelic",,2009,,,,,,,,,
Have You Seen Her Face,The Byrds,,,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,2006,,,,,,,,,
Leather,Death in Vegas,,,"rock, electronic, alternative, psychedelic, trip_hop, psychedelic_rock",,2003,,,,,,,,,
Fall in a River,Badly Drawn Boy,,,"rock, alternative, indie, psychedelic",,2000,,,,,,,,,
Bubblegum,Sonic Youth,,,"alternative, alternative_rock, 80s, psychedelic, post_punk, psychedelic_rock, grunge, cover",,1986,,,,,,,,,
We Love You,The Rolling Stones,,,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,1972,,,,,,,,,
Conga Fury,Juno Reactor,,,"electronic, psychedelic, trance, techno, electro",,1997,,,,,,,,,
Manipulation,The Black Angels,,,"rock, psychedelic, psychedelic_rock",,2006,,,,,,,,,
Trapdoor,Salem,,,"psychedelic, dark_ambient, noise",,2010,,,,,,,,,
Albibeno,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2003,,,,,,,,,
Street Flash,Animal Collective,,,"indie, experimental, psychedelic, 00s, idm, avant_garde",,2008,,,,,,,,,
2020,Suuns,,,"rock, electronic, indie, experimental, psychedelic, post_punk, psychedelic_rock, pop_rock, avant_garde",,2013,,,,,,,,,
Meduzz,Infected Mushroom,,,"psychedelic, trance, techno",,2011,,,,,,,,,
The Afternoon Turns Pink,Black Moth Super Rainbow,,,"electronic, psychedelic",,2007,,,,,,,,,
When Shall I Be Free?,Shpongle,,,"ambient, psychedelic, trance, downtempo",,2005,,,,,,,,,
Walk Away Renee,The Left Banke,,,"psychedelic, 60s, oldies",,1992,,,,,,,,,
Astro Boy,Blonde Redhead,,,"alternative, indie, indie_rock, psychedelic, post_punk, avant_garde",,1995,,,,,,,,,
Senseless,Portugal. The Man,,,"rock, alternative, indie, alternative_rock, indie_rock, psychedelic, psychedelic_rock",,2011,,,,,,,,,
Vox Celeste,Deerhunter,,,"indie_rock, psychedelic, post_punk, psychedelic_rock",,2008,,,,,,,,,
Shakawkaw,Infected Mushroom,,,"electronic, psychedelic, trance",,2003,,,,,,,,,
Easy Rider,Action Bronson,,,"rap, psychedelic, hip_hop",,2015,,,,,,,,,
King Of Nails,Sparklehorse,,,"rock, alternative, indie, indie_rock, psychedelic",,2001,,,,,,,,,
Dot Gain,Deerhunter,,,"experimental, psychedelic, psychedelic_rock",,2008,,,,,,,,,
Ratio Shmatio,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2008,,,,,,,,,
My Old Ways,Dr. Dog,,,"indie, indie_rock, psychedelic",,2007,,,,,,,,,
Love Me Till The Sun Shines,The Kinks,,,"rock, classic_rock, psychedelic, 60s",,1967,,,,,,,,,
The Arrival,WZRD,,,"instrumental, psychedelic, hip_hop, psychedelic_rock",,2012,,,,,,,,,
Goin' Back,The Byrds,,,"rock, classic_rock, psychedelic, 60s, oldies, cover",,1965,,,,,,,,,
Michael a Grammar,Broadcast,,,"electronic, indie, female_vocalists, psychedelic, indie_pop",,2005,,,,,,,,,
Luckydutch,Radio Moscow,,,"rock, psychedelic, psychedelic_rock, blues_rock",,2008,,,,,,,,,
She's My Best Friend,The Velvet Underground,,,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,1985,,,,,,,,,
Tin Soldier,Small Faces,,,"rock, classic_rock, british, psychedelic, 60s, oldies, psychedelic_rock",,2015,,,,,,,,,
Vapour Rumours,Shpongle,,,"ambient, psychedelic, trance",,1998,,,,,,,,,
Star Sail,The Verve,,,"rock, british, psychedelic, britpop",,1993,,,,,,,,,
VHS Dream,Deerhunter,,,"indie_rock, psychedelic, 00s",,2008,,,,,,,,,
Slippi,Animal Collective,,,"indie, experimental, psychedelic, noise",,2003,,,,,,,,,
Horus The Chorus,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2004,,,,,,,,,
Buzzin' Fly,Tim Buckley,,,"folk, singer_songwriter, acoustic, psychedelic, 60s, male_vocalists",,1969,,,,,,,,,
Frog Machine,Infected Mushroom,,,"electronic, psychedelic, trance, techno, electro",,2011,,,,,,,,,
Ramparts,John Frusciante,,,"rock, alternative, instrumental, psychedelic, funk, guitar",,2001,,,,,,,,,
Wild Mountain Honey,Steve Miller Band,,,"rock, classic_rock, psychedelic, 70s",,2014,,,,,,,,,
Infant Dressing Table,Animal Collective,,,"experimental, psychedelic, idm, dark_ambient, noise, avant_garde",,2003,,,,,,,,,
Tuesday Moon,Neutral Milk Hotel,,,"indie, psychedelic",,1995,,,,,,,,,
Bombat,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2011,,,,,,,,,
Water May Walk,Devendra Banhart,,,"indie, folk, psychedelic, guitar, mellow",,2004,,,,,,,,,
Subcutaneous Phat,Desert Sessions,,,"rock, psychedelic",,2003,,,,,,,,,
Guy Who Got a Headache and Accidentally Saves the World,The Flaming Lips,,,"indie, alternative_rock, indie_rock, psychedelic, psychedelic_rock, grunge",,1995,,,,,,,,,
People Take Pictures of Each Other,The Kinks,,,"rock, classic_rock, british, psychedelic, 60s, oldies, pop_rock",,1968,,,,,,,,,
Hallways,Grimes,,,"experimental, psychedelic, dark_ambient",,2011,,,,,,,,,
Ultimate Satisfaction,Bear in Heaven,,,"rock, indie, psychedelic, post_rock, psychedelic_rock, 00s",,2009,,,,,,,,,
(David Bowie I Love You) Since I Was Six,The Brian Jonestown Massacre,,,"rock, psychedelic, psychedelic_rock",,1996,,,,,,,,,
Vox Humana,Deerhunter,,,psychedelic,,2008,,,,,,,,,
Molecular Superstructure,Shpongle,,,"psychedelic, trance",,2005,,,,,,,,,
Falling Awake,Shpongle,,,"ambient, instrumental, psychedelic, trance, guitar, new_age",,2005,,,,,,,,,
Schmaltz Herring,Shpongle,,,"electronic, psychedelic, electro, downtempo",,2005,,,,,,,,,
In The Round,The Cardigans,,,"rock, alternative, pop, female_vocalists, psychedelic, swedish",,2005,,,,,,,,,
Shpongleyes,Shpongle,,,"electronic, ambient, psychedelic, trance, electro, downtempo",,2001,,,,,,,,,
To The Dregs,Wavves,,,"psychedelic, post_punk",,2009,,,,,,,,,
Whatever Happened,Radio Moscow,,,"psychedelic, psychedelic_rock, blues_rock",,2008,,,,,,,,,
From Beyond,Sleep,,,"psychedelic, doom_metal",,1993,,,,,,,,,
Chocolate Girl,Animal Collective,,,"experimental, psychedelic",,2000,,,,,,,,,
Almost Gold,The Jesus and Mary Chain,,,"rock, indie, psychedelic, new_wave, post_punk",,2002,,,,,,,,,
Doggy,Animal Collective,,,"indie, experimental, folk, psychedelic, avant_garde",,2003,,,,,,,,,
Senhor F,Os Mutantes,,,"experimental, psychedelic, 60s, psychedelic_rock",,1968,,,,,,,,,
Spirit They've Vanished,Animal Collective,,,"ambient, experimental, psychedelic, noise",,2000,,,,,,,,,
The Stamen Of The Shamen,Shpongle,,,"electronic, ambient, experimental, psychedelic, trance, electro, downtempo",,2005,,,,,,,,,
Aya,Black Rebel Motorcycle Club,,,"rock, alternative_rock, psychedelic, psychedelic_rock",,2010,,,,,,,,,
Arc of a Journey,Broadcast,,,"electronic, female_vocalists, experimental, psychedelic, electro, psychedelic_rock",,2005,,,,,,,,,
April and the Phantom,Animal Collective,,,"experimental, psychedelic",,2000,,,,,,,,,
When the Sun Grows on Your Tongue,Black Moth Super Rainbow,,,"electronic, experimental, psychedelic",,2007,,,,,,,,,
It's Never Too Late,Steppenwolf,,,"classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",,1991,,,,,,,,,
She Hangs Brightly,Mazzy Star,,,"rock, alternative, indie, female_vocalists, psychedelic, psychedelic_rock",,1990,,,,,,,,,
Cicadas,Deerhunter,,,"alternative, indie, experimental, psychedelic, psychedelic_rock",,2008,,,,,,,,,
Wicked Annabella,The Kinks,,,"rock, classic_rock, psychedelic, 60s",,1968,,,,,,,,,
The Toll,Black Rebel Motorcycle Club,,,"rock, indie, alternative_rock, folk, psychedelic, psychedelic_rock",,2010,,,,,,,,,
Wind Chimes,The Beach Boys,,,"pop, psychedelic, 60s, oldies, psychedelic_rock",,1967,,,,,,,,,
Sangue Latino,Secos & Molhados,,,psychedelic,,1973,,,,,,,,,
"Don't Call Me Nigger, Whitey",Sly & The Family Stone,,,"psychedelic, funk",,2002,,,,,,,,,
I Love Her All The Time,Sonic Youth,,,"alternative_rock, indie_rock, psychedelic, post_punk, noise",,1985,,,,,,,,,
Certainty,Temples,,,psychedelic,,2016,,,,,,,,,
My Sunshine,Ty Segall,,,"rock, alternative, psychedelic, psychedelic_rock, grunge, noise",,2010,,,,,,,,,
As You Said,Cream,,,"classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",,1997,,,,,,,,,
Blink,Infected Mushroom,,,"electronic, psychedelic, trance, trip_hop, synthpop",,2003,,,,,,,,,
One Above One,Vitalic,,,"electronic, psychedelic, electro, french, synthpop",,2009,,,,,,,,,
Mentalism,Shpongle,,,"electronic, ambient, psychedelic, trance, trip_hop, downtempo, psychedelic_rock",,2005,,,,,,,,,
You Got Me Floatin',Jimi Hendrix,,,"classic_rock, psychedelic, 60s, psychedelic_rock, blues_rock",,1967,,,,,,,,,
Jail,Down,,,"metal, psychedelic",,2007,,,,,,,,,
LSD,Hallucinogen,,,"psychedelic, trance",,2001,,,,,,,,,
Stretched,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2004,,,,,,,,,
My Star,Ian Brown,,,"indie, psychedelic, britpop",,2010,,,,,,,,,
Who?,The Brian Jonestown Massacre,,,"psychedelic, psychedelic_rock",,2004,,,,,,,,,
Tobacco Road,Jefferson Airplane,,,"classic_rock, psychedelic, 60s, oldies, psychedelic_rock",,1966,,,,,,,,,
A Visit From Drum,Liars,,,"indie, experimental, psychedelic, post_rock, post_punk, noise",,2006,,,,,,,,,
Got To Keep On,The Chemical Brothers,,,"electronic, indie, experimental, psychedelic, funk, electro",,2019,,,,,,,,,
Man In The Moon,Grinderman,,,"rock, alternative, psychedelic",,2007,,,,,,,,,
Holey Dime,Desert Sessions,,,"alternative, psychedelic, grunge",,2003,,,,,,,,,
Hush Mail,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2003,,,,,,,,,
Im Glück,Neu!,,,"experimental, psychedelic, german",,1972,,,,,,,,,
"Lost, Picking Flowers In the Woods",Black Moth Super Rainbow,,,"experimental, psychedelic",,2007,,,,,,,,,
Sookie Sookie,Steppenwolf,,,"classic_rock, psychedelic, 60s, oldies",,1985,,,,,,,,,
Nihilism,Rancid,,,"punk, punk_rock, psychedelic",,1994,,,,,,,,,
Dancing With Kadafi,Infected Mushroom,,,"electronic, psychedelic, trance, downtempo",,2001,,,,,,,,,
Scorpion Frog,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2013,,,,,,,,,
Dust Cloud,Bear in Heaven,,,"indie, ambient, experimental, indie_rock, psychedelic, 00s",,2009,,,,,,,,,
His Majesty the Desert,Down,,,"metal, heavy_metal, psychedelic",,2007,,,,,,,,,
Bean,Blonde Redhead,,,"indie, alternative_rock, experimental, indie_rock, psychedelic, post_rock, new_wave",,1995,,,,,,,,,
Can You Feel It?,The Apples in Stereo,,,"indie, indie_rock, psychedelic, indie_pop",,2007,,,,,,,,,
Focus Group,Deerhunter,,,"indie, indie_rock, psychedelic, mellow",,2008,,,,,,,,,
Shadow's Keeper,Black Rebel Motorcycle Club,,,"rock, alternative, indie, alternative_rock, psychedelic, psychedelic_rock",,2010,,,,,,,,,
Candy Shoppe,Emeralds,,,"electronic, ambient, psychedelic, noise",,2010,,,,,,,,,
Who Can You Trust?,Morcheeba,,,"chillout, psychedelic, trip_hop, downtempo, lounge",,1996,,,,,,,,,
Linguistic Mystic,Shpongle,,,"electronic, psychedelic, trance, techno, downtempo",,2005,,,,,,,,,
Refur,Sigur Rós,,,"ambient, experimental, chillout, psychedelic, post_rock, piano",,2006,,,,,,,,,
Beautiful Mind,The Verve,,,"rock, british, psychedelic, britpop",,1993,,,,,,,,,
Noon,Infected Mushroom,,,"electronic, psychedelic, trance, techno, electro",,2004,,,,,,,,,
You and Me in Time,Broadcast,,,"electronic, indie, female_vocalists, experimental, psychedelic, post_rock, electro, downtempo, mellow",,2005,,,,,,,,,
Echonomix,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2003,,,,,,,,,
Avratz,Infected Mushroom,,,"electronic, ambient, psychedelic, trance",,2003,,,,,,,,,
Small Deaths Are the Saddest,múm,,,"electronic, ambient, psychedelic, post_rock",,2004,,,,,,,,,
Be My Girl,Smith Westerns,,,psychedelic,,2009,,,,,,,,,
Pletzturra,Infected Mushroom,,,"electronic, psychedelic, trance, piano, electro, downtempo, chill",,2003,,,,,,,,,
Song Pong,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2003,,,,,,,,,
Doves,The Black Angels,,,"rock, indie_rock, psychedelic, psychedelic_rock",,2008,,,,,,,,,
Sing This All Together,The Rolling Stones,,,"rock, classic_rock, psychedelic, 60s, psychedelic_rock",,1967,,,,,,,,,
The Scream,The Cure,,,"rock, alternative_rock, psychedelic, new_wave, post_punk, psychedelic_rock",,2008,,,,,,,,,
Dead Cities,The Future Sound of London,,,"electronic, ambient, psychedelic, techno, electro, idm",,1996,,,,,,,,,
Watch Her Ride,Jefferson Airplane,,,"psychedelic, 60s, psychedelic_rock",,2005,,,,,,,,,
Take Me To Your Leader,King Geedorah,,,"psychedelic, hip_hop",,2003,,,,,,,,,
Holy Love,The Cardigans,,,"rock, alternative, indie, pop, psychedelic, swedish",,2005,,,,,,,,,
Slow Swords,Deerhunter,,,"alternative, indie_rock, psychedelic",,2008,,,,,,,,,
Caterpillar House,Black Moth Super Rainbow,,,"psychedelic, psychedelic_rock",,2006,,,,,,,,,
Drug A Wheel,Bear in Heaven,,,"ambient, psychedelic, post_rock, downtempo, psychedelic_rock, dark_ambient",,2010,,,,,,,,,
Cobwebs,Animal Collective,,,"experimental, psychedelic",,2017,,,,,,,,,
Got A Feelin',The Mamas & the Papas,,,"psychedelic, 60s, oldies",,2005,,,,,,,,,
Birds of a Feather,Phish,,,"rock, psychedelic, funk, house, country, ska",,1998,,,,,,,,,
Semi Nice,Infected Mushroom,,,"electronic, psychedelic, trance, techno",,2003,,,,,,,,,
Two Sails on a Sound,Animal Collective,,,"experimental, psychedelic, noise",,2003,,,,,,,,,
A Ghost Story,Atlas Sound,,,"electronic, indie, ambient, experimental, psychedelic",,2008,,,,,,,,,
Illuminaughty,Infected Mushroom,,,"electronic, female_vocalists, psychedelic, trance, synthpop",,2003,,,,,,,,,
Turn Up the Silence,Shpongle,,,"electronic, psychedelic, trance",,2005,,,,,,,,,
Unsaid,Little People,,,"chillout, psychedelic, trip_hop, downtempo, avant_garde",,2010,,,,,,,,,
I Found the End,Broadcast,,,"electronic, indie, psychedelic, post_rock",,2005,,,,,,,,,
Natural Selection (feat. The Black Angels),UNKLE,,,"electronic, psychedelic, trip_hop, psychedelic_rock",,2010,,,,,,,,,
Tubefed,Halou,,,"electronic, chillout, psychedelic, trip_hop, electro, downtempo, lounge",,2006,,,,,,,,,
No Man Can Find The War,Tim Buckley,,,"folk, singer_songwriter, psychedelic, 60s",,2009,,,,,,,,,
Don't You Forget It,Allah-Las,,,"rock, alternative, psychedelic, psychedelic_rock",,2012,,,,,,,,,
Navajo,Black Lips,,,"rock, alternative_rock, psychedelic, country, psychedelic_rock",,2007,,,,,,,,,
